CMDLINE 'C:\Users\Mercy\PycharmProjects\final year project\venv\Scripts\python.exe' hybrid_algorithm_1.py
MEM 1.859375 1712929836.3180
MEM 3.648438 1712929836.4213
MEM 3.648438 1712929836.5353
MEM 3.648438 1712929836.6497
MEM 3.648438 1712929836.7648
MEM 3.648438 1712929836.8651
MEM 3.648438 1712929836.9711
MEM 3.648438 1712929837.0769
